710:0.10654722 0.30618867 0.7907609 -0.7206366 1.2844343 0.944798 1.3434358 -1.0142647 0.41512904 1.6966064
205:-0.01598977 0.07462678 -0.21512195 -0.01841869 0.4299673 0.7868293 -0.5661132 0.06756434 0.14382754 0.83931726
45:0.09002074 -0.22710533 -0.13952146 -0.052236162 0.25248566 0.41715127 -0.84131324 0.37603283 -0.27164426 0.5428142
515:0.24787726 -0.2805868 -0.15926392 0.40003818 0.034073886 0.65783024 -1.0259134 0.13098843 0.07076915 0.08448004
574:0.29519925 0.3160822 -0.032747626 -0.47730586 0.1927745 0.50382614 -0.4775928 0.16430375 -0.056117777 0.99229306
858:0.46512377 -0.24462505 0.28493732 0.007848553 -0.48030967 -0.27448675 0.1780609 -0.26369825 0.16024637 0.32693186
619:0.10019032 0.21487767 0.4899776 -0.4534503 0.81514686 0.6397913 0.7529993 -0.6886606 0.3262384 1.0597742
507:0.11853052 0.08774362 -0.41459513 -0.36728266 -0.034664977 0.48345357 -0.171341 -0.1673122 -0.50347275 0.18532586
113:0.15142256 0.1501381 0.24598174 -0.46111593 0.5412802 1.0198851 0.44449922 -1.0563245 0.7053385 1.0091016
34:-0.39766085 0.45247868 0.11631418 0.055304065 -0.5016582 0.046556816 -0.18360619 0.1586367 0.37182975 0.37348762
563:0.5407292 0.31895688 -0.08626947 0.2898376 0.13370082 0.8337864 -0.3438554 -0.26627037 -0.24489298 0.5258766
381:-0.45981672 -0.38039964 -0.18200305 0.36394686 0.5511423 0.8192354 -0.47481194 0.0508463 -0.29785648 0.11326527
455:-0.60326517 -0.36746383 0.3934302 0.39240438 0.9547432 0.14429075 -0.11451567 -0.42790407 -0.6131557 0.49059117
67:1.1963944 0.96823394 0.6345207 0.044666804 1.1303533 1.7294503 0.5373119 -0.3904559 0.7307956 1.1173686
388:0.5054337 0.16122614 -0.13734674 0.33611876 -0.3066458 0.77946055 -0.54460096 -0.15110731 0.3683427 0.54196656
974:0.45574886 0.63676345 -0.11523401 0.23697834 -0.1301307 0.39148712 -0.48552716 -1.1264875 0.22710373 0.3528787
310:-0.34735468 0.8331736 1.1213155 0.22214238 1.4715949 0.65617627 0.6187575 -0.5412596 -0.463933 0.83882785
169:-0.8987221 -0.31481278 0.40608463 0.45135507 1.2168854 0.27714846 0.20250219 -0.29272375 -0.74021614 0.42988384
444:0.2097104 0.20422739 -0.25615227 -0.006847611 0.5096962 0.44949868 -0.1628867 0.24857369 -0.61750513 0.81355786
120:-0.20961162 0.021711485 0.53352547 -0.10907807 0.54409444 0.6373405 0.3688561 -0.59137934 0.052162666 0.8391213
193:-0.13014117 -0.3846072 0.180226 -0.3194352 0.33873367 0.37322983 -0.5627834 0.06938781 -0.61640036 -0.045233965
713:0.5127452 0.82471484 0.48448926 -0.35112146 1.2803658 1.6217718 0.37274003 -0.6366378 0.5890218 0.84732264
302:0.5049317 0.2022846 -0.25236103 0.33890608 0.08119415 0.9066836 -0.46227366 -0.09383841 0.07377787 0.54103833
