710:0.32990086 0.8886541 -0.72556704 0.8039291 -0.0031480726 0.644913 0.42145774 0.26761556 0.2001161 0.3330945
205:0.052222066 0.5237305 -0.19590533 0.67303693 0.40234 0.491085 -0.03236408 0.015665594 0.47727865 0.49771106
45:0.39993393 0.3346739 0.15555859 0.114863984 -0.12911779 0.23554993 -0.17858247 -0.23802342 0.37997636 0.24787655
515:0.32819763 -0.04197893 0.30894926 -0.03775112 0.25728387 0.19623876 -0.24023683 -0.4633086 0.44838676 0.28647736
574:-0.06344372 0.113589734 -0.15723054 0.5904128 -0.09232401 0.32609126 0.282296 -0.22859003 0.68801016 0.30955532
858:0.0055262605 -0.06316647 0.1876193 -0.022442307 0.1354693 -0.0076843095 0.104581326 0.2991029 0.14093666 -0.6010315
619:0.31459823 0.51255757 -0.5661059 0.5055886 0.28082445 0.4620057 0.5861291 0.30238944 0.43530568 0.12857935
507:0.09997001 0.12536043 0.1951679 0.034170575 -0.0016690758 0.4211513 -0.18311936 -0.3687956 -0.046599396 0.11978915
113:-0.16638654 0.7007679 -0.7754907 0.58375764 0.47182265 0.25444427 0.5892576 -0.34218207 -0.15980515 0.086264156
34:-0.24347682 0.0129612 0.19195656 0.3601745 0.012502699 0.07604648 -0.58737963 -0.12130921 -0.07515683 -0.23143966
563:0.019482052 0.5194799 -0.14565937 0.2855748 0.38990346 0.3145388 0.4348183 0.40283203 0.39488256 0.23077127
381:0.63210684 0.1894429 0.110179946 0.11123209 -0.20618123 0.36668023 -0.3014257 -0.6678344 -0.09605906 0.29172313
455:0.5613689 0.26711574 -0.6524823 -0.034096517 -0.37806708 0.27137205 -0.15509938 0.23701213 0.38126683 0.17877574
67:-0.29086545 0.9144074 -0.7459797 0.809537 0.07477728 0.18896917 0.4533677 -0.053343628 0.64099514 0.52810603
388:-0.05971176 0.020818986 0.58535475 -0.17061985 0.24800637 0.35079896 -0.01303486 -0.5455607 0.38570803 -0.15066788
169:0.57960385 0.17623268 -0.50778484 0.016652202 -0.25610182 0.6422173 -0.13038243 -0.08347375 0.43978179 0.3533974
444:0.29142132 0.3936727 -0.29474536 -0.29084298 0.39496234 0.58265096 0.25594905 -0.052301973 0.46092957 0.55157864
193:0.76842123 0.17946689 -0.08804928 -0.18690738 -0.23729569 0.2919818 -0.24269469 0.08154441 0.452802 0.5083634
713:-0.02406228 0.50520414 -0.78126454 0.8062437 0.22361453 0.37714115 0.44710436 -0.3423723 0.68040425 0.6429356
302:-0.11285947 0.40404004 -0.08297228 -0.024766086 0.52069175 0.3059896 -0.049957838 -0.19682637 0.40962827 0.095380194
153:-0.3750926 -0.3615351 -0.22838627 -0.11706681 -0.44417766 1.0266135 -0.2594218 0.43544936 -0.46885413 0.054729804
844:-0.1436469 0.77887976 -0.47704646 0.58796406 0.5295559 0.3813275 0.19778259 -0.3026016 0.49530905 0.34930387
335:0.11663064 -0.17174464 0.28853497 0.31832972 0.6329051 0.08348027 -0.020496257 -0.2274543 0.40786874 0.17296049
885:-0.020317646 0.13990267 -0.5135225 -0.0015634319 0.30384398 0.44316995 -0.0024000958 -0.30726087 0.5285125 0.104686216
735:0.09892862 0.5616914 -0.31708848 0.3131523 -0.03090753 0.13221624 0.25099623 0.5684412 0.3515467 -0.22705825
664:0.5632841 0.49900085 -0.3213237 0.7880869 0.3502064 0.50321096 -0.19031216 0.0025782152 0.09169274 0.034001727
93:0.8392941 1.0225067 -0.62239677 0.4502362 0.0008536708 0.6142414 0.24090174 -0.059311766 -0.2599796 0.21179849
158:0.7521697 -0.41640338 -0.62967706 -0.08278635 -0.3425681 0.21535179 -0.5855499 0.075868875 0.017957157 0.48359895
458:0.48234332 0.84033847 -0.7289807 0.76777434 0.4243922 0.824462 -0.111790925 0.334416 0.002654806 0.48212838
997:0.03619381 0.3660977 -0.025793796 0.082348414 0.14978758 0.53646684 0.13446887 -0.05316141 0.44731796 -0.009963848
182:0.69073343 0.78497285 -0.94305885 0.28709477 0.038718518 0.41620886 0.19059065 -0.21073717 0.21143176 0.33220956
147:0.4139127 0.5640051 -0.0029337276 0.14311036 -0.14706464 0.3226238 -0.022902079 -0.009480339 0.20794502 0.11467599
616:0.6597994 0.11369316 -0.559299 -0.13121134 -0.35622972 0.15681058 -0.43611246 0.28153026 0.4720754 -0.13933809
589:0.035495747 -0.024547124 0.2695309 -0.13039929 0.059389357 0.21564335 -0.25938335 0.21422666 -0.29972687 -0.27447748
544:0.7538673 0.46298346 -0.8864026 0.16865847 0.12641749 0.71707976 0.49925667 -0.27290338 -0.10832343 0.1856686
436:-0.19104779 0.69575834 -0.33165604 0.22175844 0.10824246 0.13340543 0.19649532 0.10861741 0.43084863 0.402193
862:-0.29882032 -0.04608946 -0.004365755 0.31308264 0.341811 0.24412093 -0.06190728 -0.34771127 0.7321059 0.095084295
836:0.1762952 0.3200512 -0.98906165 0.44135252 -0.05305141 0.8677549 0.9224581 0.23980215 -0.06313881 0.029331215
697:0.3985774 -0.19973163 -0.62458616 0.45670405 0.24345608 0.82089347 0.19086036 -0.4071542 0.55594826 0.11552498
12:0.5749009 0.3230468 -0.8608419 0.36403754 0.29034954 -0.107041724 0.32474092 0.59897953 0.017533628 -0.18573803
223:0.24377815 -0.084327996 0.42407578 0.28184882 0.12678249 0.07417903 -0.06598931 0.07768161 0.31307688 -0.07570145
541:0.09405995 0.056962617 0.2226791 -0.1444991 0.16486378 0.006660615 0.06017327 0.037128672 0.17408869 -0.5618246
